"","City","X","long","lat"
"1483","Canyon Dam",3,-121.1656,40.20657
"1484","Canyon Lake",3,-110.916966666667,32.4298
"1485","Canyonville",85,-123.284043529412,42.9325607058824
"1486","Capac",2,-82.924005,42.986865
"1487","Capay",29,-122.084375862069,38.708215862069
"1488","Cape Canaveral",23,-80.6239982608696,28.402557826087
"1489","Cape Carteret",2,-77.05919,34.697395
"1490","Cape Charles",30,-75.9635166666667,37.2401123333333
"1491","Cape Coral",298,-81.9460708389262,26.6479397651007
"1492","Cape Girardeau",9,-89.5847911111111,37.3115644444444
"1493","Cape May",15,-74.9121413333333,38.9772026666667
"1494","Cape May Court House",158,-74.8082706962025,39.1054219620253
"1495","Cape Neddick",29,-70.6372868965517,43.22016
"1496","Capistrano Beach",166,-117.666124096386,33.4643320481928
"1497","Capitan",1,-105.6586,33.59055
"1498","Capitol Heights",217,-76.906775437788,38.8943086175115
"1499","Capitola",209,-121.956156937799,36.9826509090909
"1500","Capron",13,-79.01635,37.5807253846154
"1501","Captiva",6,-82.1899433333333,26.516535
"1502","Capulin",1,-103.9847,36.74339
"1503","Carbon",1,-87.1047,39.66983
"1504","Carbon Hill",10,-87.487579,33.880994
"1505","Carbonado",5,-122.04652,47.06273
"1506","Carbondale",26,-97.6359869230769,39.6597657692308
"1507","Cardiff By the Sea",539,-117.27104025974,33.0198447680891
"1508","Cardwell",2,-111.847,45.89242
"1509","Carefree",3,-111.9144,33.8126866666667
"1510","Carencro",319,-92.0448369278997,30.3218178369906
"1511","Caret",3,-77.0385933333333,38.0571633333333
"1512","Carey",9,-100.239127777778,42.2954044444444
"1513","Carl Junction",1,-94.56873,37.18261
"1514","Carle Place",60,-73.6134305,40.7478788333333
"1515","Carleton",50,-83.3585204,42.0513258
"1516","Carlin",31,-116.058364516129,40.7264567741936
"1517","Carlinville",2,-89.8816,39.28584
"1518","Carlisle",450,-79.0555494888889,39.6578565111111
"1519","Carlock",6,-89.14078,40.5870616666667
"1520","Carlos",3,-95.3126033333333,45.98462
"1521","Carlotta",30,-123.95757,40.4987586666667
"1522","Carlsbad",1393,-117.299174228284,33.143014091888
"1523","Carlstadt",82,-74.0635214634146,40.820857195122
"1524","Carlton",136,-105.799811985294,46.0669339705882
"1525","Carmel",897,-95.6973820624303,39.2261495763657
"1526","Carmel Valley",78,-121.724946153846,36.4834511538462
"1527","Carmi",1,-88.17207,38.09437
"1528","Carmichael",1055,-121.332367397156,38.6320391033175
"1529","Carmichaels",10,-80.009239,39.87577
"1530","Carmine",1,-96.74571,30.14273
"1531","Carnation",42,-121.927092857143,47.6635611904762
"1532","Carnegie",343,-80.0920073848396,40.4115433440233
"1533","Carnelian Bay",24,-120.080304166667,39.2293433333333
"1534","Carnesville",82,-83.2788796341463,34.3671743902439
"1535","Carney",1,-97.01859,35.86949
"1536","Caro",1,-83.38677,43.48179
"1537","Carol Stream",1244,-88.1218888745981,41.9135827813505
"1538","Carolina",1,-71.6449,41.46055
"1539","Carolina Beach",1,-77.89985,34.05058
"1540","Carpentersville",6,-88.30229,42.1172383333333
"1541","Carpinteria",433,-119.523595150115,34.401033926097
"1542","Carr",31,-104.913619354839,40.8866129032258
"1543","Carrabelle",4,-84.62105,29.8659825
"1544","Carrboro",3,-79.09304,35.91419
"1545","Carrier Mills",3,-88.66875,37.71863
"1546","Carriere",14,-89.6523842857143,30.6322542857143
"1547","Carrizo Springs",1,-99.86186,28.51816
"1548","Carrizozo",5,-105.82168,33.852994
"1549","Carroll",43,-83.3420135116279,39.9229121162791
"1550","Carrollton",1308,-94.1429097247706,33.550602675841
"1551","Carrolltown",4,-78.686405,40.5919575
"1552","Carrsville",2,-76.84553,36.768085
"1553","Carson",2416,-117.707560753311,33.8866715521523
"1554","Carson City",645,-119.756475968992,39.1567865736434
"1555","Carter Lake",4,-95.9162725,41.2829025
"1556","Carteret",233,-74.2344354077253,40.5938674248927
"1557","Cartersville",366,-84.6936647814208,34.2171803825137
"1558","Carterville",5,-91.223092,37.502896
"1559","Carthage",72,-84.3358136111111,36.3748047222222
"1560","Caruthers",69,-119.822208695652,36.5306115942029
"1561","Caruthersville",2,-89.71027,36.177225
"1562","Carver",44,-75.9721186363636,42.5430481818182
"1563","Cary",1643,-78.855793432745,35.8266371637249
"1564","Caryville",134,-84.7275135820896,34.5228965671642
"1565","Casa Blanca",21,-107.397052380952,35.0307242857143
"1566","Casa Grande",165,-111.701174545455,32.8702735757576
"1567","Casar",2,-81.58529,35.542215
"1568","Cascade",72,-102.398596388889,40.8391184722222
"1569","Cascade Locks",316,-121.861898101266,45.6616059810127
"1570","Cascadia",10,-122.47464,44.396632
"1571","Casco",33,-79.7083945454545,43.0824742424242
"1572","Casey",19,-92.1181657894737,40.6907157894737
"1573","Caseyville",44,-90.0586440909091,38.6192175
"1574","Cashiers",3,-83.09892,35.11924
"1575","Cashmere",3,-120.5436,47.53748
"1576","Cashton",6,-90.8336616666667,43.793675
"1577","Casmalia",24,-120.4704125,34.7883095833333
"1578","Casnovia",6,-85.8032416666667,43.239555
"1579","Caspar",9,-123.813822222222,39.3708911111111
"1580","Casper",14,-106.427814285714,42.8943435714286
"1581","Cass Lake",18,-94.6311933333333,47.3675722222222
"1582","Cassadaga",2,-79.31019,42.346875
"1583","Cassatt",87,-80.5009140229885,34.3365026436782
"1584","Cassel",7,-121.589771428571,40.9526942857143
"1585","Casselberry",87,-81.3270266666667,28.6528987356322
"1586","Cassopolis",7,-85.9926085714286,41.9167814285714
"1587","Casstown",1,-84.117058,40.083298
"1588","Cassville",13,-75.4584961538462,42.7174269230769
"1589","Castaic",1099,-118.63652010919,34.4966814649682
"1590","Castalia",20,-82.773699,41.3425035
"1591","Castalian Springs",6,-86.29501,36.367635
"1592","Castella",14,-122.3561,41.07706
"1593","Castle",1,-96.38763,35.63927
"1594","Castle Creek",8,-75.91504875,42.232955
"1595","Castle Dale",4,-111.01595,39.21172
"1596","Castle Hayne",37,-77.8910502702703,34.3450335135135
"1597","Castle Pines",2,-104.89965,39.48048
"1598","Castle Rock",873,-105.995269530355,39.7717763917526
"1599","Castleberry",15,-87.1187346666667,31.3281346666667
"1600","Castleton",1,-73.16247,43.61698
"1601","Castleton on Hudson",131,-73.6824493129771,42.5545933587786
"1602","Castleton On Hudson",41,-73.6823346341463,42.5477802439024
"1603","Castlewood",14,-82.2759164285714,36.8555207142857
"1604","Castro Valley",2425,-122.059538506804,37.6968826919588
"1605","Castroville",384,-121.512143307292,36.6905015364583
"1606","Cat Spring",1,-96.333,29.74085
"1607","Cataldo",24,-116.417416666667,47.56518875
"1608","Catasauqua",1,-75.4573,40.65332
"1609","Cataula",7,-84.8775328571429,32.6566128571429
"1610","Catawba",98,-81.0379658163265,35.0304657142857
"1611","Catawissa",27,-76.9843825925926,40.8418448148148
"1612","Catharpin",6,-77.5671466666667,38.853415
"1613","Cathedral City",11,-116.458709090909,33.8420381818182
"1614","Catheys Valley",34,-120.111241176471,37.4485211764706
"1615","Cathlamet",8,-123.3703,46.19510375
"1616","Catlett",20,-77.6454395,38.6581265
"1617","Catlettsburg",11,-82.6131145454546,38.3853990909091
"1618","Cato",7,-76.57892,43.1707971428571
"1619","Catoctin",1,-77.5759,39.01827
"1620","Catonsville",506,-76.7318384387352,39.2797218181818
"1621","Catoosa",87,-95.7428254022988,36.1743367816092
"1622","Catskill",232,-73.8850369827586,42.2469281465517
"1623","Cattaraugus",1,-78.95845,42.27153
"1624","Cave City",7,-85.9551414285714,37.1389885714286
"1625","Cave Creek",59,-111.983471186441,33.7591113559322
"1626","Cave Junction",103,-123.655239805825,42.1601189320388
"1627","Cave Spring",8,-85.34788,34.1240325
"1628","Cayce",74,-81.0789739189189,33.9597278378378
"1629","Cayucos",32,-120.915428125,35.4509875
"1630","Cayuga",5,-78.843576,42.350068
"1631","Cazadero",57,-123.191424561404,38.5527475438597
"1632","Cecil",20,-84.966529,37.296871
"1633","Cecilia",1,-85.94521,37.6564
"1634","Cecilton",4,-75.86739,39.404315
"1635","Cedar",3,-93.2471733333333,45.3157533333333
"1636","Cedar Bluff",13,-82.9014130769231,36.2015415384615
"1637","Cedar City",518,-113.079285907336,37.6665062548263
"1638","Cedar Creek",37,-97.5132540540541,30.1550159459459
"1639","Cedar Crest",1,-106.3709,35.12137
"1640","Cedar Falls",14,-92.456645,42.4977485714286
"1641","Cedar Glen",29,-117.175531034483,34.2455689655172
"1642","Cedar Grove",36,-80.6291712777778,39.2131304166667
"1643","Cedar Hill",111,-92.0964108108108,34.9448125225225
"1644","Cedar Key",2,-82.98241,29.20074
"1645","Cedar Knolls",93,-74.4415244086021,40.8277074193548
"1646","Cedar Lake",5,-87.46993,41.375266
"1647","Cedar Park",448,-97.8169631026786,30.4761743973214
"1648","Cedar Park-Liberty Hill",1,-97.80464,30.46619
"1649","Cedar Rapids",521,-91.6650922456814,41.9640843570058
"1650","Cedar Springs",42,-85.5735152380952,43.20335
"1651","Cedar Valley",103,-111.999247572816,40.1230090291262
"1652","Cedarburg",3,-88.0554233333333,43.32261
"1653","Cedarhurst",13,-73.7336330769231,40.6269330769231
"1654","Cedarpines Park",38,-117.299697368421,34.2291857894737
"1655","Cedartown",29,-85.246914137931,34.0007506896552
"1656","Cedarville",20,-87.007986,39.8912595
"1657","Celina",11,-86.1181381818182,38.1000981818182
"1658","Cement City",13,-84.3556776923077,42.0551892307692
"1659","Centennial",44,-104.880920454545,39.5951411363636
"1660","Center",1,-106.1483,37.79212
"1661","Center Barnstead",9,-71.2546766666667,43.3663266666667
"1662","Center City",18,-92.80428,45.4170427777778
"1663","Center Cross",2,-76.789325,37.80228
"1664","Center Harbor",6,-71.48752,43.69799
"1665","Center Hill",9,-81.9917477777778,28.6198688888889
"1666","Center Line",188,-83.0302994680851,42.4907677659574
"1667","Center Moriches",37,-72.797237027027,40.8096910810811
"1668","Center Ossipee",3,-71.1402366666667,43.77723
"1669","Center Point",25,-90.1717376,39.4512912
"1670","Center Ridge",2,-92.52321,35.44469
"1671","Center Sandwich",2,-71.3726,43.79409
"1672","Center Tuftonboro",1,-71.31558,43.6955
"1673","Center Valley",97,-75.4291996907216,40.5533202061856
"1674","Centerbrook",8,-72.4097725,41.352975
"1675","Centerburg",9,-82.7005233333333,40.2988111111111
"1676","Centereach",89,-73.0796907865168,40.8650831460674
"1677","Centerfield",9,-111.820255555556,39.0903255555556
"1678","Centerport",9,-73.3700711111111,40.8879877777778
"1679","Centerview",3,-93.9123733333333,38.7831733333333
"1680","Centerville",507,-103.382885542406,40.4760857001972
"1681","Central",260,-85.0276111153846,34.9332903461538
"1682","Central City",21,-88.2024495238095,40.4941261904762
"1683","Central Contra Costa",18,-122.049027777778,37.9680033333333
"1684","Central Falls",15,-71.394994,41.8872706666667
"1685","Central Islip",193,-73.1997299481865,40.784717253886
"1686","Central Jefferson",1,-85.71989,38.1738
"1687","Central Point",578,-122.934608477509,42.40479
"1688","Central Square",5,-76.179134,43.322638
"1689","Central Valley",368,-74.2264541304348,41.3041181793478
"1690","Central Volusia",8,-81.118835,29.1403625
"1691","Centralia",100,-118.2653281,45.5943622
"1692","Centre",5,-85.563728,34.130694
"1693","Centre Hall",41,-77.6850002439024,40.8119865853659
"1694","Centreville",1339,-77.6311334951456,38.7843084466019
"1695","Centuria",2,-92.549435,45.42981
"1696","Century",12,-87.28402,30.976215
"1697","Ceres",511,-120.872431017613,37.5770326810176
"1698","Ceresco",2,-85.08095,42.26144
"1699","Cerritos",3653,-118.085999206132,33.8730211880646
"1700","Chadbourn",4,-78.832985,34.3341925
"1701","Chadds Ford",26,-75.58373,39.8615142307692
"1702","Chadwicks",4,-75.2632325,43.023485
"1703","Chaffee",13,-78.4926884615385,42.5589276923077
"1704","Chagrin Falls",81,-81.3078459259259,41.3927791358025
"1705","Chalfont",134,-75.2081318656716,40.2589479850746
"1706","Challenge",6,-121.225883333333,39.4836116666667
"1707","Challis",3,-114.203966666667,44.47011
"1708","Chalmers",9,-87.0368733333333,40.6656077777778
"1709","Chalmette",2,-89.95117,29.96792
"1710","Chambers",68,-109.487063235294,35.1386239705882
"1711","Chambersburg",184,-77.6378198369565,39.920679673913
"1712","Champaign",36,-88.2905119444444,40.1205805555556
"1713","Champion",5,-86.220348,45.212614
"1714","Champions Gate",11,-81.6203045454545,28.2621836363636
"1715","Champlain",20,-75.3907825,41.1575545
"1716","Champlin",100,-93.3921505,45.1659756
"1717","Chana",1,-89.22154,41.98149
"1718","Chancellor",2,-85.852655,31.17454
"1719","Chandler",2771,-111.792790714543,33.3215806098881
"1720","Chanhassen",115,-93.5454953913043,44.8543996521739
"1721","Channahon",68,-88.1948092647059,41.4192320588235
"1722","Channelview",198,-95.1080871717172,29.7836546969697
"1723","Channing",3,-102.527033333333,35.69932
"1724","Chantilly",635,-77.4962872913386,38.9118621574803
"1725","Chanute",7,-95.47027,37.6233185714286
"1726","Chapel Hill",166,-79.0359031927711,35.9422013855422
"1727","Chapin",604,-81.3213535430464,34.1565789403974
"1728","Chaplin",10,-72.130534,41.784867
"1729","Chapmanville",14,-82.0031621428571,37.9613628571429
"1730","Chappaqua",240,-73.7863797916667,41.177467875
"1731","Chappell",4,-102.38825,41.0639225
"1732","Chappells",62,-81.8736783870968,34.1829840322581
"1733","Chardon",113,-81.2040639823009,41.567565840708
"1734","Chariton",6,-93.295635,41.0061633333333
"1735","Charlemont",2,-72.887755,42.63299
"1736","Charleroi",50,-79.919423,40.1232196
"1737","Charles City",46,-79.1273204347826,38.0881134782609
"1738","Charles Town",3,-77.9020433333333,39.2293
"1739","Charleston",2930,-80.2757448037543,33.6926605177474
"1740","Charleston Afb",1,-80.05523,32.89969
"1741","Charleston AFB",1,-80.0594,32.89352
"1742","Charlestown",333,-71.3469697897898,42.2954857057057
"1743","Charlevoix",6,-85.2553016666667,45.2783166666667
"1744","Charlo",1,-114.0969,47.44266
"1745","Charlotte",68054,-80.8388166915979,35.2285838760396
"1746","Charlotte Court House",9,-78.6699122222222,37.1006555555556
"1747","Charlotte Hall",14,-76.8549092857143,38.4501464285714
"1748","Charlottesville",725,-78.5636358896552,38.0556539310345
"1749","Charlton",60,-71.9892246666667,42.1463281666667
"1750","Chase",3,-85.68559,43.8973366666667
"1751","Chase City",36,-78.4408530555556,36.7919283333333
"1752","Chaska",188,-93.6138972340426,44.8131890957447
"1753","Chassell",8,-88.50988375,47.01557625
"1754","Chateaugay",4,-74.094495,44.910625
"1755","Chatfield",31,-92.2249119354839,43.8745625806452
"1756","Chatham",164,-75.1319483536585,40.5764190853659
"1757","Chatsworth",675,-116.548722088889,34.3454932148148
"1758","Chattahoochee",130,-84.8190630769231,30.6227512307692
"1759","Chattanooga",2929,-85.2524118914305,35.0315084329123
"1760","Chattaroy",17,-117.338123529412,47.9174535294118
"1761","Chaumont",1,-76.01417,44.07143
"1762","Chauncey",1,-83.06212,32.21229
"1763","Chauvin",2,-90.63343,29.34811
"1764","Chazy",1,-73.45292,44.88678
"1765","Chebanse",2,-87.88908,40.996425
"1766","Cheboygan",3,-84.44585,45.6082533333333
"1767","Check",1,-80.20235,37.0129
"1768","Checotah",5,-95.536156,35.458792
"1769","Cheektowaga",2,-78.758695,42.91712
"1770","Chehalis",185,-122.951551891892,46.6174496216216
"1771","Chelan",1,-119.876,47.95666
"1772","Chelmsford",667,-71.3328189205397,42.6047366116942
"1773","Chelsea",487,-75.2360944147844,40.9855225667351
"1774","Cheltenham",218,-75.1581248623853,40.0160724311927
"1775","Chemult",210,-121.879225238095,43.1112462380952
"1776","Chenango Forks",1,-75.84808,42.23616
"1777","Cheney",47,-117.648391489362,47.5092046808511
"1778","Cheneyville",9,-92.3418122222222,31.0047555555556
"1779","Chenoa",2,-88.727975,40.741175
"1780","Chepachet",2,-71.647905,41.906385
"1781","Cheraw",150,-79.9383215333333,34.6863424
"1782","Cherokee",17,-88.5667817647059,35.7251282352941
"1783","Cherry Hill",772,-75.0023054145078,39.9092857772021
"1784","Cherry Log",3,-84.38581,34.7877433333333
"1785","Cherry Tree",14,-78.804795,40.7559114285714
"1786","Cherry Valley",48,-96.579096875,39.493076875
"1787","Cherryvale",1,-95.52605,37.34672
"1788","Cherryville",9,-78.7873,37.7795666666667
"1789","Chesaning",15,-84.1493946666667,43.1898553333333
"1790","Chesapeake",1520,-76.3329589671053,36.7771432960526
"1791","Chesapeake Beach",1,-76.53786,38.66483
"1792","Chesapeake City",3,-75.8404066666667,39.49543
"1793","Cheshire",166,-75.5329790963855,41.6299586746988
"1794","Chesnee",391,-81.8947945012788,35.1146349872123
"1795","Chester",1540,-78.3883191753247,37.7897008376623
"1796","Chester Springs",14,-75.6520128571429,40.0772685714286
"1797","Chesterfield",973,-85.2646556937307,37.9955106166495
"1798","Chesterland",51,-81.3347645098039,41.5268921568627
"1799","Chesterton",91,-87.0652320879121,41.6100940659341
"1800","Chestertown",65,-74.3259275384615,42.6512487692308
"1801","Chestnut Hill",77,-71.165817012987,42.3181435064935
"1802","Chestnutridge",3,-93.22384,36.8281666666667
"1803","Cheswick",35,-79.8319225714286,40.5576771428571
"1804","Chetek",5,-91.682388,45.325002
"1805","Cheverly",6,-76.9068383333333,38.931685
"1806","Chevy Chase",366,-77.0777877322404,38.9999692622951
"1807","Chewelah",2,-117.7444,48.29397
"1808","Cheyenne",62,-104.86319516129,41.1479061290323
"1809","Cheyenne Wells",4,-102.337475,38.83205
"1810","Cheyney",1,-75.52426,39.92265
"1811","Chicago",15511,-87.6733470311392,41.8574904358197
"1812","Chicago Heights",82,-87.5916331707317,41.5112404878049
"1813","Chicago Ridge",69,-87.7897473913043,41.7045428985507
"1814","Chichester",15,-71.601716,43.1748713333333
"1815","Chickamauga",6,-85.277825,34.86732
"1816","Chickasaw",2,-88.08502,30.76569
"1817","Chickasha",5,-97.902504,35.052328
"1818","Chico",490,-121.837366938776,39.7404968163265
"1819","Chicopee",72,-72.5870455555555,42.1587494444444
"1820","Chicora",11,-79.7845490909091,40.9450654545455
"1821","Chidester",3,-93.09676,33.6566966666667
"1822","Chiefland",17,-82.82072,29.4345347058824
"1823","Chilcoot",10,-120.16687,39.791523
"1824","Childersburg",1,-86.35823,33.27513
"1825","Childress",2,-100.14075,34.401065
"1826","Childwold",2,-74.72071,44.29251
"1827","Chilhowie",19,-81.6773768421053,36.7943531578947
"1828","Chili",4,-90.3480325,44.59823
"1829","Chillicothe",70,-83.8226844285714,39.4765247142857
"1830","Chiloquin",457,-121.809620568928,42.7054871115974
"1831","Chimacum",11,-122.7881,48.0082063636364
"1832","China Grove",171,-80.5595918128655,35.572634502924
"1833","Chinle",7,-109.602142857143,36.08415
"1834","Chino",1688,-117.699134241706,34.0243480805687
"1835","Chino Hills",334,-117.68500239521,33.955285508982
"1836","Chino Valley",21,-112.454995238095,34.7840847619048
"1837","Chinook",4,-123.8977,46.255595
"1838","Chinquapin",1,-77.67177,34.84148
"1839","Chipley",106,-85.5600966037736,30.7145686792453
"1840","Chippewa Falls",69,-91.4043507246377,44.9018314492754
"1841","Chisago City",66,-92.9016190909091,45.3576378787879
"1842","Chisholm",20,-92.8625825,47.5097065
"1843","Chittenango",3,-75.8694733333333,43.0606366666667
"1844","Chocorua",5,-71.229442,43.903688
"1845","Chocowinity",4,-77.0522675,35.455695
"1846","Choctaw",253,-97.2614484980237,35.4036991699605
"1847","Choteau",1,-112.1835,47.81093
"1848","Choudrant",5,-92.51084,32.538008
"1849","Chouteau",6,-95.3420233333333,36.1663816666667
"1850","Chowchilla",256,-120.24801015625,37.10166203125
"1851","Christiana",37,-81.5873551351351,37.6434102702703
"1852","Christiansburg",201,-80.4038111940299,37.1245592537313
"1853","Christmas",193,-80.9903534196891,28.4769646632124
"1854","Christopher",2,-89.053515,37.972015
"1855","Chualar",8,-121.5163125,36.57282125
"1856","Chuckey",20,-82.6303235,36.1719725
"1857","Chugwater",9,-104.812333333333,41.7687055555556
"1858","Chula",18,-83.534895,31.5704533333333
"1859","Chula Vista",1056,-117.071037215909,32.6321720265151
"1860","Chuluota",10,-81.128095,28.636814
"1861","Chunchula",24,-88.1989879166667,30.94400125
"1862","Chunky",5,-88.931092,32.342348
"1863","Church Creek",1,-76.22963,38.39672
"1864","Church Hill",13,-76.9955415384615,38.7062953846154
"1865","Church Point",2,-92.126685,30.29837
"1866","Church Road",19,-77.6605542105263,37.1719836842105
"1867","Church View",5,-76.67841,37.682526
"1868","Churchton",5,-76.53998,38.805292
"1869","Churchville",208,-77.6069044230769,41.7467026442308
"1870","Churubusco",10,-85.3413877,41.2437251
"1871","Cibola",33,-114.471475757576,33.6147884848485
"1872","Cibolo",3,-98.2471166666667,29.5987066666667
"1873","Cicero",164,-79.3647751219512,42.7845800609756
"1874","Cimarron",28,-105.821182142857,38.0601728571429
"1875","Cincinnati",6616,-84.4787308491536,39.1879153137848
"1876","Cinnaminson",28,-74.9872871428571,39.9964021428571
"1877","Circle Pines",326,-93.1276510736196,45.173817392638
"1878","Circleville",55,-82.8092081090909,39.6302994
"1879","Cisco",14,-98.3238821428571,32.9219985714286
"1880","Citra",24,-82.1319079166667,29.3695783333333
"1881","Citronelle",22,-88.2370245454545,31.0797286363636
"1882","Citrus Heights",603,-121.309237976783,38.7029804975124
"1883","Citrus Springs",10,-82.446819,28.987269
"1884","City Of Industry",457,-117.990170897155,34.024164595186
"1885","City Of Spokane Valley",1,-117.2074,47.63511
"1886","Clackamas",378,-122.564051322751,45.4157091269841
"1887","Clairton",62,-79.9071448387097,40.2990906451613
"1888","Clallam Bay",5,-124.15278,48.189968
"1889","Clancy",8,-111.99575,46.47288625
"1890","Clanton",806,-86.620202382134,32.8485817866005
"1891","Clara City",11,-95.3604736363636,44.9460336363636
"1892","Clare",13,-85.3568023076923,43.5399715384615
"1893","Claremont",1247,-116.902705284683,34.2423766238974
"1894","Claremore",68,-95.6309876470588,36.3088661764706
"1895","Clarence",19,-80.5798368421053,42.4845147368421
"1896","Clarence Center",3,-78.6116666666667,43.0778733333333
"1897","Clarendon",2,-89.897805,34.70584
"1898","Clarendon Hills",220,-87.9523721363636,41.7929959545455
"1899","Claridge",1,-79.61046,40.36998
"1900","Clarinda",2,-95.038415,40.7088
"1901","Clarion",20,-79.3793015,41.1810895
"1902","Clarissa",3,-94.9301866666667,46.1213733333333
"1903","Clark",377,-74.3039102387268,40.6274384084881
"1904","Clarkdale",9,-112.101066666667,34.7471233333333
"1905","Clarkesville",41,-83.5050112195122,34.6552497560976
"1906","Clarkfield",10,-95.787914,44.804708
"1907","Clarklake",17,-84.3676070588235,42.1243217647059
"1908","Clarks",1,-97.84848,41.29289
"1909","Clarks Grove",57,-93.3152366666667,43.7591063157895
"1910","Clarks Hill",25,-82.3113376,33.8994312
"1911","Clarks Mills",3,-80.15886,41.38911
"1912","Clarks Summit",19,-75.6912152631579,41.4872347368421
"1913","Clarksboro",11,-75.2331563636364,39.80692
"1914","Clarksburg",437,-84.3023954004577,39.1378954004577
"1915","Clarksdale",1,-90.54132,34.17236
"1916","Clarkson",2,-91.66327,39.6088
"1917","Clarkston",849,-83.8367357832744,38.2050920259128
"1918","Clarksville",376,-84.8458044494681,37.917018625
"1919","Claryville",1,-74.5981,41.89201
"1920","Clatskanie",314,-123.278308917197,46.1044332484076
"1921","Claude",3,-101.337066666667,35.1011066666667
"1922","Claudville",2,-80.44217,36.577895
"1923","Claverack",11,-73.7147309090909,42.2202554545455
"1924","Clawson",3,-83.1529266666667,42.5354566666667
"1925","Claxton",17,-81.8870064705882,32.1689329411765
"1926","Clay",16,-76.174389375,43.1705525
"1927","Clay City",3,-83.95005,37.86395
"1928","Claymont",152,-75.4585494078947,39.8073153947368
"1929","Claypool",2,-85.81789,41.09483
"1930","Claysburg",1,-78.48073,40.27948
"1931","Claysville",27,-80.3961892592593,40.1212577777778
"1932","Clayton",686,-86.6013428862974,37.3844229883382
"1933","Clayville",5,-75.235842,42.95706
"1934","Cle Elum",181,-121.112674033149,47.2541864088398
"1935","Clear Brook",88,-78.0941586363636,39.2715731818182
"1936","Clear Lake",72,-93.74469625,44.5806848611111
"1937","Clear Spring",58,-77.9203320689655,39.65105
"1938","Clearbrook",1,-95.43027,47.67372
"1939","Clearfield",708,-106.281270889831,41.1049960310734
"1940","Clearlake",35,-122.517111428571,39.0104442857143
"1941","Clearlake Oaks",122,-122.616283606557,39.0218368852459
"1942","Clearmont",1,-95.03087,40.48154
"1943","Clearville",1,-78.40135,39.7988
"1944","Clearwater",3717,-83.1197562792575,28.5499455340328
"1945","Clearwater Beach",54,-82.7088501851852,28.1815825925926
"1946","Cleburne",4,-97.4173475,32.3480375
"1947","Clementon",90,-74.9919865555556,39.8091723333333
"1948","Clements",2,-76.70784,38.322685
"1949","Clemmons",69,-80.3922169565217,36.0292849275362
"1950","Clemons",6,-73.4424433333333,43.6437066666667
"1951","Clemson",111,-82.8207206306306,34.6784223423423
"1952","Clendenin",21,-81.3560309523809,38.5214571428571
"1953","Cleona",6,-76.4800333333333,40.3359666666667
"1954","Clermont",420,-81.7735773333333,28.6326132142857
"1955","Cleveland",5105,-81.9282914779628,41.0783587811949
"1956","Cleveland Heights",1,-81.55583,41.50838
"1957","Cleves",165,-84.7345166666667,39.2067901818182
"1958","Clewiston",59,-81.0137059322034,26.701216440678
"1959","Clifford Township",1,-75.61799,41.68473
"1960","Cliffside Park",4,-73.9886575,40.8197425
"1961","Cliffwood",5,-74.230266,40.437598
"1962","Clifton",885,-75.4953371525424,40.6090903728814
"1963","Clifton Forge",23,-79.7320973913044,37.8256465217391
"1964","Clifton Heights",7,-75.30096,39.92929
"1965","Clifton Park",758,-73.7784944459103,42.8516035620053
"1966","Clifton Springs",8,-77.16409125,42.97467375
"1967","Clifton Township",2,-75.503675,41.252235
"1968","Climax",48,-85.2389739583333,42.1482229166667
"1969","Clinchco",1,-82.37545,37.10362
"1970","Clint",14,-106.143128571429,31.5262078571429
"1971","Clinton",1242,-81.2626297987118,36.771064605475
"1972","Clinton Corners",140,-73.7664135,41.8521983571429
"1973","Clinton Township",384,-82.894789609375,42.5685720572917
"1974","Clintondale",5,-74.07263,41.678954
"1975","Clintonville",11,-88.7432054545455,44.6318345454545
"1976","Clintwood",5,-82.451806,37.145824
"1977","Clio",1524,-83.7261040813648,42.8455691010499
"1978","Clitherall",3,-95.65259,46.2716166666667
"1979","Clive",119,-93.774827815126,41.6103526890756
"1980","Clontarf",2,-95.67143,45.37181
"1981","Clopton",1,-85.39083,31.61657
"1982","Cloquet",41,-92.45508,46.7408512195122
"1983","Closter",11,-73.9603390909091,40.9715927272727
"1984","Cloudcroft",6,-106.017483333333,32.7162266666667
"1985","Cloutierville",2,-92.94538,31.52856
"1986","Clover",507,-81.0939859368836,35.1420496252465
"1987","Cloverdale",435,-115.012220413793,41.7623442988506
"1988","Clovis",239,-119.301250209205,36.8103056903766
"1989","Clute",12,-95.40295,29.0407058333333
"1990","Clyde",119,-83.57308,36.337967394958
"1991","Clyde Hill",1,-122.2271,47.62415
"1992","Coachella",10,-116.16917,33.705407
"1993","Coahoma",5,-99.085056,32.731604
"1994","Coal Center",9,-79.90857,40.07608
"1995","Coal City",10,-88.266493,41.285146
"1996","Coal Hill",1,-93.67102,35.43764
"1997","Coal Township",20,-76.550386,40.788678
"1998","Coal Valley",4,-90.36279,41.44035
"1999","Coaldale",1,-75.9194,40.82056
"2000","Coalgate",3,-96.25066,34.56335
"2001","Coaling",1,-87.33456,33.17029
"2002","Coalinga",235,-120.301245957447,36.2898555319149
"2003","Coalmont",2,-106.5871,40.382895
"2004","Coalport",13,-78.5234438461539,40.7437569230769
"2005","Coalton",1,-79.97347,38.9585
"2006","Coalville",365,-111.323857260274,40.9965969863014
"2007","Coarsegold",231,-119.716171861472,37.2011601731602
